id	sent0	label
8552	Monthak onn kodth kannadi edth kanichodkk	unknown_state
8553	Malayalam film industry to vere lvl	Positive
8554	Vann vann paattum ee kolathil aayallooaduthath enthaanaavo kaanaathath.be positive	Negative
8555	Chemban supper... Joju kidu...  Kalipp aayath jojune kollunnath..  Climax onnu maattipidikamarunnu.... Joshy sire	Positive
8556	Minister raja il prathviraj nn include cheyu plzzzz	unknown_state
8557	Odiyan trailer nakalum katta waiting Lucifer	Positive
8558	വീണ്ടും വീണ്ടും കേൾക്കാൻ തോന്നുന്നു, കാണാൻ തോന്നുന്നു	Positive
8559	പാലും പഴവും കൈകളിലേന്തി.. എന്ന പാട്ടിനെ വെല്ലാൻ ഇതാ വന്നിരിക്കുന്നു... മൂക്കുത്തി മൂക്കുത്തി കണ്ടില്ല	unknown_state
8560	ഒര് മൂകുത്തി കളഞ്ഞു പോയിട്ടുണ്ട് കണ്ടു കിട്ടുന്നവര് മാമാങ്കം producer ക് കൈമാറേണ്ടതാണ്	unknown_state
8561	പടം പൊട്ടും എന്ന് തോന്നിയവർ ലൈക്	Negative
8562	Most expensive film in malayalam film. Mamankam... rich frames..🤩🤩🤩🤩	not-malayalam
8563	Ennik ee song kelkumbol nte clg life aan orma varane...nostalgia	Positive
8564	Any tamil mammoty fans? like here	not-malayalam
8565	Mammokka ningal prayam sherikku 68 ano?	unknown_state
8566	മാർഗംകളി പാട്ടിന്റെ ഷൂട്ട് ഞങ്ങളുടെ ചങ്ങരംകുളത്തായിരുന്നന്ന് ആർകൊക്കെ അറിയാം....	unknown_state
8567	Mukkuthi kaanathathinu baaki ellathum ingane kanikkanoo	unknown_state
8568	Aha ithu pulimurugan trailer pole undallo ?  Aghane thonnivar adi like !	Mixed_feelings
8569	Trailer varunathinu mumbu Dislike adichavarku enta vaga	Negative
8570	Ittichaya aa pothirachi dilogue....... noominu angu bheshayi istaayii...anyway achayan marennu paranjal athu oru bhaagyama....	Positive
8571	പാട്ട്  ഇഷ്ട്ടം ആയില്ല  പക്ഷേ  കലാസംവിധാനം  അടിപൊളി ഒന്നും  പറയ്യുവാൻ ഇല്ല പടം പൊളിക്കും എന്ന് തോന്നുന്നു.... നല്ലാതാകട്ടെ...... ആകും...	Mixed_feelings
8572	ഞാൻ ആരുടെയും ഫാൻ അല്ല..പക്ഷേ ഈ ട്രൈലെർ മോശമാണ്...	Negative
8573	Junior lal thiruchu varvaryirikum e cinema enulavrku like adikkam	unknown_state
8574	Eante ponnooo romanjam vannu poeonnum parayanilla	Positive
8575	Lalettaaa sahikkunnillaa waiting for you.... Stephen.....	Positive
8576	ദാസ് അങ്കിൾ !  ഞങ്ങൾ മലയാളി ഗായകർക്ക് ഇന്നും അങ്കിൾ തന്നെ  ഗോൾഡ് സ്റ്റാൻഡേർഡ്  !!	Positive
8577	എവിടെയൊക്കെയോ ഒരു രാക്ഷസൻ ഒളിഞ്ഞു കിടക്കുന്നപോലെ തോന്നിയവർ ഇവിടെ കാമോൻ	unknown_state
8578	E... Nanjankottayil aarudeyumkanneroppan vannavanalla njan... Ennal karayikunnavanteyokkry Tala njan adichupolikum...   Kidu kidu kidu mass punch dialouge....	Positive
8579	കിടുവേ ഒരിടവേളക്ക് ശേഷം ഒരു കിടിലൻ ത്രില്ലെർ മോളിവുഡിൽ ഒരുങ്ങുന്നു	Positive
8580	ആരാടാ എന്റെ ചങ്കിനോട് ചോദിക്കാതെ അവന്റെ പേരിൽ സിനിമയെടുത്തത്......	unknown_state
8581	മോന്തക്കൊന്നു പൊട്ടിച്ചു കണ്ണാടി എടുത്തു കാണിച്ചു കൊടുക്ക്‌ മോളെ. അപ്പൊ കാണും മൂക്കുത്തി.	unknown_state
8582	Dileepnte jeevidha kadha ano e cinima	unknown_state
8583	ഇതു പോലെ അരാജകത്വജീവിതത്തെ ഉദാത്തവൽക്കരിച്ച് ആഘോഷിക്കുന്ന ചിത്രങ്ങൾ നല്കുന്ന സന്ദേശം ഭീകരം	Negative
8584	Who is that actor playing trademan.?  മമ്മൂട്ടി ടെ മാനറിസം ഒക്കെ ആയിട്ടു തോന്നുന്നു. മമ്മൂട്ടിടെ  വേഷപ്പകർച്ച ആയി ഒക്കെ ഒരു  തോന്നൽ	unknown_state
8585	Lalletan fans ellarum like adich power kanikke	unknown_state
8586	1M view munne ee trailer kandvar aarokke	unknown_state
8587	nyt headsets vid e song feelod feel aan	Positive
8588	ഈജാതി ഫീലുള്ള ഒരു song. അടുത്തകാലത്ത് കേട്ടിട്ടില്ല. പടം ഞാൻ കണ്ടായിരുന്നു. എല്ലാവരും ഒന്നിനൊന്നു മെച്ചം അഭിനയം. ഈ പാട്ടിന് ഡിസ്‌ലൈക്ക് അടിച്ച മച്ചാന്മാരെ സമ്മതിച്ച് തന്നം	Positive
8589	ഓരോ ടൈപ്പ് മനുഷ്യന്മാർ  അല്ലെ മോളെ     അത് തന്നെ ഏട്ടാ	unknown_state
8590	Tovino	unknown_state
8591	ഇത് വെറും ഒരു ആവറേജ് സോങ് മാത്രമായിട്ടാണ് എനിക്ക് തോന്നിയത്. ഉറുമിയിൽ ഒക്കെ ഉണ്ടായിരുന്ന പാട്ട് ഇതിനെ വച്ചു compare ചെയ്യുമ്പോൾ ഒരുപാട്  നല്ലത് ആയിരുന്നു.	Mixed_feelings
8592	Movie kandathine shesham vannavarundengii adiyada oru Madura like	unknown_state
8593	Achaayaan poliyaatto...   kolamaasss Kalki 🥰	Positive
8594	ഇത് ജബ്ര ഫാനിന്റെ കോപ്പി ആണോ	unknown_state
8595	Aro oke ee padathinee bhayakkunnu	unknown_state
8596	Thalaivar dialogue super enga ponalum super star mass	Positive
8597	ബിഗ് ബ്രദർ കണ്ടിട്ട് നേരെ ഇങ്ങോട്ട് വന്നു ഹെവി ഷൈലോക്ക് തന്നെ	Positive
8598	Kandittum kandittum  mathiyavunnilla  uff ijjathi item  #mamangam #mammookka	Positive
8599	Thalaivar dialogue  All d best mommukka	not-malayalam
8600	ഇത് പൊളിക്കും ഒര് സംശയവും വേണ്ട മക്കളേ മാസ് അല്ല കൊലമാസ്	Positive
8601	സത്യം പറയാലോ....  എജ്ജാതി ഊമ്പിയ song...	Negative
8602	Ee sng scene vech troliyavar ethonu kand noku	Positive
8603	ഒരു ദിവസത്തെ കഥ മാത്രം ആയിരിക്കും ഈ സിനിമ...poli	Positive
8604	ട്രെയിലര്‍ കണ്ടപ്പോള്‍ തന്നെ രോമാഞ്ചം വന്നു .....ഒന്നും പറയാനില്ല ഇത് പൊളിച്ചു....... <3.... കട്ട വെയിറ്റിംഗ് ഫോര്‍ ദി മൂവി #ROYAL_MEX	Positive
8605	Adh suraj aanenn sound kett maathram kandpidichavar adi like..	unknown_state
8606	കട്ട മാസ്സിന് വേണ്ടി കട്ട waiting	Positive
8607	Tovino chettan fans ille	unknown_state
8608	ഇതൊക്കെ സ്കൂൾ പിള്ളാരോട് പോയി പറ അതിന് ശേഷമുള്ള ഫൈറ്റ് മിന്നിച്ചു	Positive
8609	ഒരു ന്യൂ ജെൻ മഹായാനം ചന്ദ്രു ആണെന്ന് തോന്നുന്നു.	unknown_state
8610	Polichu machane Lucifer ellarum kananam .	Positive
8611	ഇത് കണ്ട് കുറുക്കൻ ഫാൻസിന് കുരു പൊട്ടുന്നുണ്ടല്ലോ	Negative
8612	Kanezhudhi potum thotu laletaan kalyanathin pova?? Ela padathukum ore look ula eka nadann...ooola	Negative
8613	#2.38 മമ്മുക്കയാണ് വരുന്നതെന്ന് തോന്നിപ്പോയത് എനിക്ക് മാത്രമാണോ?	unknown_state
8614	ഒരു ഹെവി ഐറ്റം അണിയറയിൽ ഒരുങ്ങുന്നുണ്ട് മച്ചാൻമാരേ പോത്തേട്ടൻ ഫാമിലി വിത്ത് ഫഹദ്	Positive
8615	Full pulimurukan team.......  Lalettan ki jai......	Positive
8616	Camera man	Positive
8617	Venda kutta uruttam Toviiiiiiii enikk  niggale onnu kananam mindanam	unknown_state
8618	margam kali mathram veendum veendum kandavarundo	Positive
8619	നമ്മുടെ മോഹൻലാൽ ഇതിൽ ഒന്നു നോക്കിക്കേ	unknown_state
8620	ITHU ENTHONNU DANCE AANU??MAMMOOKKAKKU AAMAVADHAM PIDICHO??DAYAVU CHEYTHU MAMMOOKKAYODU INI MELAL DANCE KALICHEKKALLE ENNU PARAYU.	Negative
8621	Njan oru mohanlaal fana   Pakshe ith vallathore vishayam filim aaairikkkum	unknown_state
8622	Thuvanathumbikalile jayakrishnane orma vannavar like adi	unknown_state
8623	Gangumayi varunnavan gangster Avan sunnyneym koottiyah verunnath 'pornstar'	Negative
8624	AKSHAY P R  bhavi #nadan nammada #chunck 0:21	unknown_state
8625	Eth pulimuragan pole undalo..trailerinte last sredhiku	Negative
8626	അടുത്തിടെ കേട്ട പാട്ടുകളിൽ പൂമുത്തോളെ നീ കഴിഞ്ഞാൽ ഏറ്റവും ഇഷ്ടമായ ഗാനം..	Positive
8627	പാട്ടിനെക്കാൾ കിടു  കമന്റ്സ് ആണ്   ചിരിച്ചു ഒരു വഴി ആയി	unknown_state
8628	Taken Enna movie pole aavum enn thonnunnu	Mixed_feelings
8629	Kodum chathi aayi poyi queen team ennodu kanichath... Ee film kanan vendi ethra maasam aayit katta waiting anenn ariyuo daily trailer kand kand irunna enik saudiyil job kitti vanna aa same week thanne release cheythu... Ithrakk vendarunnu... Kanan kothi aayit vayya	Positive
8630	Ithilum valiya verupikal padam swapnagalil mathram	Negative
8631	ശബ്ദ് മാത്രമേ ഉള്ളൂ -മുഖം കണാൻ വീഡിയോ മുഴുവൻ കണ്ടത് ഞാൻ മാത്രമാണോ .	unknown_state
8632	ലാലേട്ടാ ഒരു രക്ഷയുമില്ല കിടു ഐറ്റം	Positive
8633	ഇൗ generation le പിള്ളാർക്ക് ജോഷി sir ne ariyyo?	unknown_state
8634	8hr 2 million viewers one name laletan ...n prithvy	not-malayalam
8635	It's a blockbuster .... prithvi keeeee jai. ....	Positive
8636	Action film kaddittu kurrachu kallam ayyi	Positive
8637	തലെവർ നീ വാ ഇനി താ ആട്ടം	unknown_state
8638	വിനീതേട്ടൻ പൊളിക്കും  love you ചേട്ടാ.....	Positive
8639	Youtube adichu poi makkale.. Raja vannu......	Positive
8640	Vineethettante last nottam kandappol kumbalangiyile shami ye ormavannu	unknown_state
8641	ട്രൈലർ കണ്ടു അങ്ങ് ലൈകീക് ...കാരണം ഒന്നും പറയാൻ ഇത് പൊളിക്കും	Positive
8642	Santa, Christmas, ennu okke olla themil oru movie malayalathil adhikam ella...teercha aayum ellarum ethu vijayakaram aakanam..ennale ethu pole eniyum movies varu!	Positive
8643	Ee song kurach koode undayirunenkil enn aagraham ullavar Onnu like adiche	unknown_state
8644	സുരാജേട്ടാ ഇങ്ങളെ നമിച്ചു......  ഇങ്ങള് പൊളിയാണ്........	Positive
8645	കോമഡി കണ്ടിട്ട് ചിരി അങ്ങ് നില്ക്കുന്നില്ല...എന്താ ചെയ്യാ അജ്ജാതി കോമഡി	Positive
8646	അനു ചേച്ചിയെ മിസ്സ്‌ ചെയ്തത് എനിക്ക് മാത്രമാണോ	Mixed_feelings
8647	Dileep ettan fans like here	unknown_state
8648	Ente channel onnu subscribe cheyumoo frnzzz. plzzz	unknown_state
8649	ಯೇಸುದಾಸ್ 80 year song ಹೇಗಿದೆ ನಮ್ ಪುಣ್ಯ	not-malayalam
8650	പ്രേക്ഷകരുടെ മനസ്സിൽ നിറഞ്ഞു നിൽക്കുന്ന ഒരു കഥാപാത്രമാവാൻ  ഞങ്ങളുടെ swasuttiku കഴിയട്ടെ. വിജയാശംസകൾ നേരുന്നു 🥰🥰🥰🥰	Positive
8651	Peranbilum yathrayilum ingeru ithengana abhinayichu....maassinu maassum claassinu claassum ....ikka vere level thanne....	Positive
8652	Madhuraraja yude teaser ithinte ezhu ayalathu ethiyilla ennathanu satyam	Mixed_feelings
8653	Annyayam not only a single mass political drama	Positive
8654	Trailer pora .... cinema nannavumenn pratheekshikkunnu	Mixed_feelings
8655	പടം കണ്ടു കഴിഞ്ഞും ട്രൈലെർ കാണാൻ വന്നവർ ഇവിടെ like	unknown_state
8656	M E G A S T A R	not-malayalam
8657	കുമ്പളങ്ങിയിലെ 3 ആഡാറ് items ഇതിലും ഉണ്ട്‌.. DOPഷൈജു ഖാലിദ്, Editor സൈജു ശ്രീധരൻ, Music സുഷിൻ ശ്യാം... പ്രതീക്ഷകൾ കൂടുന്നു...	Positive
8658	ആരോ ഒരാൾ അല്ല ഏട്ടൻ നമ്മുടെ ഏട്ടൻ ലാലേട്ടൻ	Positive
8659	Kozhikode model school    innum   marikkaatha   vikaaramaanu   geevithathil...	Positive
8660	ithenthonna ithra valiya traileronnuallallo....oru saada chalikal neracha ippo adhikavum kand varunna type trailer	Negative
8661	Dileepettan   One and Only Janapriya Nayakan	not-malayalam
8662	ഡി ഗ്രഡേഴ്‌സ് കമോൻ.. രോമം.. രോമത്തില് കൊള്ളുകെല ഇക്കാൻറെ...	Positive
8663	Maamagathinte munpill pottan pokunna cinima. Maamagathinte rashass Kandahar super abipramanu parannathu	Negative
8664	ഈ ഒരു സോങ്ങിൽ 2 പെണ്ണിന്റെയും expression ഇത്ര ഭംഗിയോടെ എടുക്കാൻ പറ്റിയിട്ടുണ്ടെങ്കിൽ.... മമ്മൂക്കന്റെ വേറെ level ആയിരിക്കില്ലേ....   I am waiting.......	Positive
8665	Nta ponnu muthu maniyeeee  lalataaaaaaaaaaa	Positive
8666	Don't compare stars... Because everyone is unique	not-malayalam
8667	Oru marana mass chitramaavatte laleeta lucifer	Positive
8668	Ith kidukkum enn urappullavar ivde like	unknown_state
8669	Wah...Wah..ഇതെന്താ അഭിനയിക്കാൻ പറഞ്ഞാൽ ജീവിച്ചു കാണിക്കുന്നവരുടെ get to getheroooo	Positive
8670	Full naturel  no cemicels abinayam	unknown_state
8671	IKKA PWOLI BGM oru rakshayum illa	Positive
8672	#illuminate  Arkum athikam ariyatha oru paru padi ....devil mayi vakenundeal . I think pirthraj is illuminated	unknown_state
8673	0:24 ദാറ്റ്‌ സാന്റ ലുക്ക് 🤩...  കുട്ടികളെയും കുടുംബ പ്രേക്ഷകരെയും കയ്യിലെടുക്കാൻ പോന്ന ഒരു ഐറ്റം ആണെന്ന് തോനുന്നു ... നീ കാത്തിരുന്നവൻ ഞാൻ തന്നെയാണ് ഐസാ	Positive
8674	പറ്റുന്ന പണിക്ക് നിന്നാ പോരെ  മമ്മൂക്കാ...  നാറ്റിച്ചു	Negative
8675	പുലിമുരുകൻ മുമ്പ് ഒപ്പം പോലെ ആവട്ടെ മരയ്ക്കാർ മുമ്പുള്ള ബിഗ്ബ്രദർ	unknown_state
8676	കാണുന്നതിന് മുന്നേ dislike അടിച്ചേക്കുന്നു 🤣 അത് അങ്ങനെ ഒരു മൈരൻ	Negative
8677	സുരാജേട്ടൻ  അഭിനയിക്കാൻ പറയുമ്പോൾ ജീവിച്ചു കാണിക്കും	Positive
8678	Enta ponney ijjathi item uff romanjam	Positive
8679	Ithanu mamukka. Mammuka thirichu vannunn poyi parayedaaa. Lalettante level ipoooo	unknown_state
8680	0:56 മച്ചാൻ പോളിയ, ബുദ്ധിയാണ് ഇവന്റെ മെയ്ൻ	Positive
8681	Vanu vanu vanu aven vanu......  DILEEP	Positive
8682	shades vekkumbol Vinayakan look ulla bobby day friend pwoli alay?	unknown_state
8683	മലയാളം ഇന്നും പഴയ നൂറ്റാണ്ടിൽ തന്നെ..  തമിഴിലും തെലുങ്കിലും ഉള്ള  ചരിത്ര സിനിമകളൊക്കെ കാണെടോ..  വൃത്തിയായി പാട്ട് പോലും compose ചെയ്യാൻ അറിയാത്ത ഒരു industry.. 🥴	Negative
8684	Linto kuriante teaser cut aanu nokki irunnathu	unknown_state
8685	Prthwiraj  and ikka fans like here	unknown_state
8686	watch all #mohanlal #mammooka fans 🤜🤛	not-malayalam
8687	ഇവളെ ഞാൻ ഇന്ന് കൊല്ലും ഒരു മൂക്കുത്തി ക്ക് വേണ്ടി ഒരു പാട്ട് ഉണ്ടാക്കിയത് എന്തിനാ മമ്മൂക്കയോട് ഉണ്ണിമുകുന്ദൻ പറഞ്ഞാൽ മതിയായിരുന്നു എത്ര സംഭവമാക്കാൻ ഒന്നുമില്ലഅല്ലെങ്കിൽ പോലീസ് അന്വേഷണത്തിന് വിടട്ടെ	unknown_state
8688	ഈ ഓണം ഇട്ടിച്ചായനോട് ഒപ്പം  ഏട്ടന്റെ അനിയന്മാർക് ലൈക് അടിക്കാനുള്ള കമന്റ്	unknown_state
8689	ഉയിരിൽ തൊടും തളിർ വിരലാവണേ നീ അരികേ നടക്കണേ അലയും ചുടുകാറ്റിനു കൂട്ടിണയായ് നാമൊരു നാൾ കിനാക്കുടിലിൽ ചെന്നണയുമിരു നിലാവലയായ്  ആരും കാണാ ഹൃദയതാരമതിൽ ഉരുകി നാമന്നാരും കേൾക്കാ.. പ്രണയജാലകഥ പലവുരു പറയുമോ  ഉയിരിൽ തൊടും കുളിർ വിരലായിടാം ഞാൻ അരികേ നടന്നിടാം അലയും ചുടുകാറ്റിനു കൂട്ടിണയായ് നാമൊരു നാൾ കിനാക്കുടിലിൽ ചെന്നണയുമിരു നിലാവലയായ്  ആരും കാണാ ഹൃദയതാരമതിൽ ഉരുകി നാമന്നാരും കേൾക്കാ.. പ്രണയജാലകഥ പലവുരു പറയുമോ  വഴിയോരങ്ങൾ തോറും തണലായീ പടർച്ചില്ല നീ കുടയായ് നിവർന്നു നീ നോവാറാതെ തോരാതെ പെയ്കെ  തുഴയോളങ്ങൾ പോൽ നിൻ കടവത്തൊന്നു ഞാൻ തൊട്ടു മെല്ലെ കാറ്റേ ചില്ലയിതിൽ വീശണേ കാറേ ഇലയിതിൽ പെയ്യണേ  മെല്ലെ തീരമിതിലോളങ്ങളോളങ്ങളായി നീ വരൂ  ഉയിരിൽ തലോടിടും ഉയിരായിടും നാം നാമൊരുനാൾ കിനാക്കടലിൽ ചെന്നണയുമിരു നിലാനദിയായ്  ആരും കാണാ ഹൃദയതാരമതിൽ ഉരുകി നാമന്നാരും കേൾക്കാ.. പ്രണയജാലകഥ പലവുരു തുടരുമോ	unknown_state
8690	വരുന്നത്  ഒരു ക്‌ളാസ്സ് ആണെന്നുറപ്പാ	Positive
8691	Ithpolethe padam ellam malayalathil vijayiko...tamizhamar kayyadikum...	Mixed_feelings
8692	എനിക്ക് ഒരു 369 like തരുമോ മമ്മൂക്ക ഫാൻസ്‌ common  പറ്റുന്നവർ എന്റെ ചാനൽ സസ്ക്രബ് ചെയ്യുമോ... plz	unknown_state
8693	13k dislike adicha guhanzzz stand vitt pokendatanu	unknown_state
8694	EVERYTHING IS CONNECTED,അത് dark series ന്ന് ചൂണ്ടിയതാ	unknown_state
8695	സ്റ്റേജിൽ വർക്കിയെ (സലീംകുമാർ ചേട്ടൻ) ശ്രദ്ധിച്ചവർ ലൈക് അടിക്	unknown_state
8696	Iwaaa Teaser Ishtam ayillarunu pakshe Trailer Kidukki 🤝	Positive
8697	Introduction scenil ulla aale manassilayavar undo	unknown_state
8698	പടം ഇറങ്ങുന്നതിന് മുൻപ് തന്നേ ഞങ്ങൾ പറയും.... സൂപ്പർ ഹിറ്റ് %	Positive
8699	Katta Waiting..... Suraj Ettanteyum Saubin Sahirinteyum... Vere Level Comady Film Aaavaam	Positive
8700	മരയ്കാറിനു ചിലപോൾ ദേശിയ അവാർഡ് കൊടുകുവാൻ സാധൃത  കാണുനനു കാരണം (പിയൻ  ഒൻഡ ആള bjp എന്ന കള്ള ഹിമാറിൻ .ആണ്	unknown_state
8701	കുങ് ഫു ആണെന്നും പറഞ്ഞു വിങ് ചുങ് കാണിച്ചു പറ്റിക്കുന്നോ ബഡുവാ , ബിത്വ ബാബു ആൻറണി ഇല്ലാത്ത മാർഷ്യൽ ആർട്ട്സ് പടം ഞാൻ ആക്സപ്റ്റ് ചെയ്യില്ല	Mixed_feelings
8702	Enike ippo ariyanam eade poo makal ane idine dislike adichade ene	Negative
8703	mavanakolla kattila iruku kollama vidamata	not-malayalam
8704	Lalettane konde pattu super script aayirikum	Positive
8705	Durantham poojapura jimittolikal dislike aayi irangeetund..haha	Negative
8706	Rajuettan making super...ini padam koode super hit aya mathi	Positive
8707	മാർഗം കളി മെയ് വഴക്കം ഒരു രക്ഷയുമില്ല	Positive
8708	ജോജു ഏട്ടനും ചെമ്പൻ ചേട്ടനും പൊളിക്കും.. പക്ഷെ നൈല തൂറും	Mixed_feelings
8709	Ennada uvve ee padam onnu theateril kaanan pattuka?!	Negative
8710	Teaser enokee vachal ethanuu ikka uyir	Positive
8711	Nalla oru survival movie avum enn pratheekshikunnu	Positive
8712	ഓ ചളി എന്ന് വിചാരിച്ച് കണ്ട് തുടങ്ങി .. പക്ഷേ ഇഷ്ടായി......	Positive
8713	അമ്മച്ചിയും മകനും പൊളിക്കും എന്നു ഉറപ്പുള്ളവർക്ക് ലൈക്‌ അടിക്കാനുള്ള സ്ഥലം...  ലാലേട്ടൻ & ലളിത ചേച്ചി ഇഷ്ടം...	Positive
8714	#MAMMOOKKA as Money Lender  ഇതു പൊളിക്കും 🤙__	Positive
8715	ഒരുപാട് ആളുകൾ പറയുന്നത് കേട്ടു സിനിമ ഒട്ടും കൊള്ളത്തില്ല എന്ന് പക്ഷെ നേരിൽ പോയി കണ്ടപ്പോ മനസിലായി പറയുന്നതുപോലെ ഒന്നും അല്ല നല്ലൊരു സിനിമ തന്നെ എന്ന്. പിന്നെ സിനിമ കൊള്ളില്ല എന്ന് പറയുന്നവരൊക്കെ ലാലേട്ടൻ ഫാൻസ്‌ ആണെന്ന് പറയരുത് കാരണം ഞാനും ഒരു കട്ട ലാലേട്ടൻ ആരാധിക ആണ്.ചിലർക്ക് ഉള്ള അസുഖം ആണ് ഒന്നും നേരിൽ കണ്ടില്ല എന്റെ എങ്കിലും അങ്ങ് ഉറപ്പിക്കും കൊള്ളില്ല എന്ന്. അതിനി എന്തോ പറഞ്ഞാലും മാറില്ല	Positive
8716	192k viewers 194k like how it is possible! 🤔🤔🤔	not-malayalam
8717	ഇടയ്ക്കിടയ്ക്ക് സ്ലാങ് മാറുന്നു. സംവിധായകൻ അങ്ങട് കറക്റ്റായിട്ടു ശ്രദ്ധിച്ചില്ല	Mixed_feelings
8718	Eth kandappooll prithvi rajinee ormavannavar like adiii	unknown_state
8719	Janapriyaനായകൻ  എന്നു ഇതൊക്ക കൊണ്ട് ആണ് വിളിക്കകുന്നത്. Festival മാർക്കറ്റ് aringu kalkuna nadan..	Positive
8720	ആ പോലീസുകാരൻ സൽമാൻഖാന്റെ അനിയൻ ആണെന് എത്ര പേർക്ക് അറിയാം..(  arbaas khan )	unknown_state
8721	Trailer ഇഷ്ട്ടപ്പെട്ടവർ like button കുത്തി പോട്ടിക്ക്‌	unknown_state
8722	2019 enik venam .ningal athenikku tharanam	unknown_state
8723	Endu avinja monthaya Ivanu.. Body orumathiri arichakk pole	Negative
8724	സംഭവം ജോറായി . ഈ വീഡിയോ കണ്ടപ്പോൾ  പടത്തിൽ ഒരു പ്രതീക്ഷ വന്നു. ലാലേട്ടന്റെ മാർഗം കളി കലക്കി. അപ്പോൾ ഈ  ഓണം വിത്ത് ലാലേട്ടൻ	Positive
8725	എന്നാലും എന്റെ മൂക്കുത്തി.. നീ കാരണം ... ഷോ......	unknown_state
8726	ഇക്കാടെ റേഞ്ച് എത്തി പിടിക്കാൻ പറ്റാത്ത അത്രേം ആയി.. അതിനുദാഹരണം ആണ് industry ഹിറ്റ്‌ ആകുന്നു ഫാൻസ്‌ പറയുന്ന ഇക്കാടെ കരിയർ ഹൈപ്പ് പടം. ടീസർ ഇറക്കിയപ്പോൾ സബ്സ്ക്രൈബ് കുറവെന്ന് പറഞ്ഞു നിലവിളിച് 6.5 M  subscriber ഉള്ള ചാനലിൽ റിലീസ് ചെയ്തു. 17 മണിക്കൂർ ആയിട്ട് ആകെ വ്യൂസ് 375 k.. സബ്സ്ക്രൈബ് കൂടുതൽ ഉള്ള ചാനലിൽ റിലീസ് ചെയ്‌താൽ മലമറിക്കുന്നു പറയുന്ന ഫാൻസ്‌ പോലും കേറി കാണൂല.. അവന്മാർ ബാക്കി നടൻമാർ തുപ്പുന്നുണ്ടോ തൂറുന്നുണ്ടോന്നു തപ്പി നടപ്പാ.. മെഗാച്ചർ ചിങ്ക തലൈവന്റെ ഒരു അവസ്ഥ.. star value വെറും zero..	Negative
8727	Oru lalettan fan aaya njan polum like adichu poyi.... sprb	Positive
8728	Election time l kanan pattya film	Positive
8729	First Veiwum Likum adikkan Ready Aayi nikkunathu Njan mathram aano🤘	Positive
8730	Mammuka polikum mammukaye ishttamullavar like adii	unknown_state
8731	ലാലേട്ടൻ ഫാൻസ് മാത്രം subscribe ചെയ്യണ്ണം	unknown_state
8732	Boss verum mass alla marana mass  Ikka	Positive
8733	Njanoru lalettan fan aanu Eth dislike adikan thonunilla Ikka pwolichu 0:32 mass and stylish	Positive
8734	Waiting  3pravashyam  kanum  releaseday	Positive
8735	മലയാളത്തിലെ lady superstar ന് ഇരിക്കട്ടെ ഒരു ലൈക്‌	Positive
8736	5 pravishyathil kooduthal thavana video kandavar like adi	unknown_state
8737	ഇത് വഴി പോകുന്നവർ ഇട്ടിമാണിയുടെ ആഘോഷങ്ങൾക്കൊപ്പം നിങ്ങളുടെ സ്വന്തം ഈ മലയാളിപയ്യന്റെ ഈ  Mystery ചാനൽകൂടി ഒന്നു സബ്സ്ക്രൈബ് ചെയ്യണേ..	unknown_state
8738	🥰 ikaaa.....waiting the mass....ikaaa fans likee adiii makkaleee....	Positive
8739	Agane nallu peru koodi valichu mannu ettalonnum japan theerulla	unknown_state
8740	```HIGH VOLTAGE INSIDE.. UNAUTHORIZED PERSONS KEEP OUT ```	not-malayalam
8741	penned by my best buddies  Jebandii and sharissikka .....blast karoo :)	not-malayalam
8742	ആഫ്രിക്ക കാരിക് എന്തൊരു ഗ്ലാമർ.... 1:25  എന്തൊരു ഫീൽ	Positive
8743	Ethu powlikkum maduraraja yum puliyum myrumonnumalla nammukke vendate immatiri items aane	Negative
8744	Vineeth srinivasan karanam aa kuduthal sredichennu thonune....	unknown_state
8745	Views 10M kadakkum ennurappullavar like adi	unknown_state
8746	Karikku video 1 day 4 M 🤭🤩	not-malayalam
8747	Katta waiting Maamangam & mammooka performance also	not-malayalam
8748	4 bangalikal mannu valichu kadalilekk ittal theeravunnathe ullu ninte Japan	unknown_state
8749	Ithu minimum 10 thavana njaan repeat adichu kandittundavum	Positive
8750	Lahari channel subscibers orupad koodii MAMANKAM karnam	unknown_state
8751	Oru Pulimurugan chaya kachal idaku ille ennu doubt illathe illa🤔	Mixed_feelings
8752	Orru onnonara range padam aahntaa ee padam	Positive
8753	mass mammookka dialogue Delivery oru rekshayum ella	Positive
8754	ഞാൻ ഒരു ലാലേട്ടൻ ഫാൻ ആണ്.  എന്നിട്ടും രോമാഞ്ചം വന്നു എന്ന കമന്റ് വന്നോ മക്കളെ	unknown_state
8755	യാഥാർത്ഥ്യങ്ങളിൽ നെയ്ത് പ്രതികാരത്തിൽ തീർത്ത വിസ്മയ ചിത്രം ആയിരിക്കും മാമാങ്കം,     -മമ്മൂക്ക	Positive
8756	Ithenthu kashta Ithemgane saadhikunnu  Oru rakshayilla Adipoli adipoli aaaaadipoli  Nte ponne. Backgroundum ellavarum onninonnu mecham  Sreenath bhaasi  Shine nigam  Ho nte ponne  Ithu kalakum Urappa  Ennaale	Positive
8757	Odiyanekaal kooduthal kanji vendivarum lucifarine	unknown_state
8758	Suragaattadaa kidu luck   .   Qatar biggest shopping mall  watch my chanall	Positive
