category	text
unknown_state	Movie hit akum enn urappulavar hit like
unknown_state	Cinema theatre kandittillatha Paavam njan
Positive	സ്വാസുവിന് ബിഗ് സ്ക്രീനിലേയ്ക്കുള്ള ശക്തമായൊരു തിരിച്ചു വരവിന് PMJ വഴിയൊരുക്കട്ടെ.എല്ലാവിധ ആശംസകളും SWASIKA & PMJ Team AKSFA
Positive	🥰🤩Nivinettan Terror aayiii oru hindhi padam kanda feel und Trailerinn,Direction pwolii 🤩
Positive	Ithu polikkum mamangam oru 200 cr pratheekshikkunnu. Cinima etayalum theateril poyi kandirikkum
Positive	Karayippikuvo muthe... Happy bday ikka.... Waitg
Negative	ഈ പാട്ട് കട്ട ശോകം ആയി പോയി
not-malayalam	```HIGH VOLTAGE INSIDE.. UNAUTHORIZED PERSONS KEEP OUT ```
not-malayalam	nooooooo     words
Positive	Suraj venjaramood  Big fan from tamilnadu...  Adi poli acting
Positive	veendum veendum kandu addict aayi poi
not-malayalam	160k views in just 86 minutes
Mixed_feelings	ithil mammookkayude mukavum shabdhavum mathrame ullu  body mattarudeyo annennu thonnunnu  entho evideyo ....
Positive	Nt ikka ingalu verm ikka allatto ponnikkaya  #romanjified
unknown_state	ഇവിടെ ഇപ്പോൾ  ട്രൈലെർ വെയിറ്റ് ചെയ്തു നിൽക്കുന്ന ആരൊക്കെ ഉണ്ട് ?
not-malayalam	Please watch Perempuan Tanah Jahanam trailer!
Positive	ലാലേട്ടാ.. നിങ്ങളെക്കുറിച്ചു പുകഴ്തിപറയൻ ഒന്നുമില്ല. കാരണം അതുക്കും മേലെ ആണ്,  BigBrother
Negative	എന്ത് ഉമ്പിയ പാട്ട് ! ഇത് ബിഗ് ബഡ്ജറ്റ് ചരിത്ര സിനിമ ആണോ അതോ സീരിയൽ ആണോ 🤣
not-malayalam	0:11 here I feel the tense. never seen like this before semma pppppaaaaaaaaaaa
Positive	that dialogue at 1:03 ..... goosebumbsss.... laleettaaaaaa
Positive	Ithanu.. Makkale nammal kanan aagrahicha ettan
unknown_state	മമ്മൂക്കയെ കാണാത്ത സ്ഥിതിക്ക് അത് തന്നെ കാര്യം....  പുള്ളി ആ മൂക്കുത്തിയും കൊണ്ട് മുങ്ങി...
Negative	ഈ ഡയലോഗ് മമ്മൂക്കയാണെങ്കിൽ പൊളിക്കുമായിരുന്നു.. ഇത് ലാലേട്ടൻ ആരെയോ ട്രോളുന്നത് പോലെ ഉണ്ട്..ഇങ്ങൾ സീരിയസ് മൂവിയെ  അങ്ങ് കോമഡി മൂവി ആക്കി അല്ലോ..
unknown_state	Theatarukalil chiripooram theerkaan laalettante ittimaani varunu oru pakka entertainment movie aanenu urapullavar like
Positive	ഷാൻഷൂ പൂച്ചയുടെ role ഇട്ടിമാണിയിൽ കാണാൻ waiting
Positive	Reckodukal ini pazhankatha puthiya charithramezhuthan varunnu mammooka
unknown_state	Mohanlal mamooty fan ullavar adik like
not-malayalam	Mammuka fans wish here  Happy birthday mammukaaa
Positive	Oru reksheyum illa kandittu oru tamil padam feelings
not-malayalam	Mavane Kola gaandu la iruken kollama vida maaten Petta reference
unknown_state	Ee comment ninagalk oru 369 like um 369 comment um aakan patoooo
Positive	എന്ത് Track ആണിത് എടുത്തു മാറ്റാൻ പറയടാ... Polichadukki....  FDFS locked
Negative	Dislike അടിച്ചു കുരു pottikkunnavarkk kurupottalaathi kodukkapedum    തള്ള് മൂപ്പൻ
Mixed_feelings	ഇത് ലാലേട്ടൻ അഭിനയിച്ച നാടകത്തിലെ ഡയലോഗ് ആണ്.....  ഇതും വെച്ചു compare ചെയ്യണോ.....പടത്തിനെ official വന്നാലല്ലേ പറയാൻ പറ്റൂ.........
Positive	പടം ഒരു രക്ഷേം ഇല്ല ഒരു must watch movie
unknown_state	Da chekka nee poliya Bonny parayaan paranju
unknown_state	ഇത് കണ്ടിട്ട് ആ പഴയ ലാലേട്ടനെ ഓർമ വന്നവർ ഉണ്ടോ...........
Positive	ഞാൻ ഈ പടം കാണാൻ തന്നെ പോയത് ഒരേ ഒരു പേര് ഉള്ളത് കൊണ്ട് മാത്രം...  നൈല ഉഷ... its, a greatest acteress in the malayalam filim industry...എന്ന ഒരു മൊഞ്ചത്തി ആണ് പുള്ളിക്കാരി
Positive	Kidu bgm for ikka kidu movie super
Positive	E prayathilum ethupoloru abinayam onnum parayanilla
unknown_state	Ella divasavum ee Pattu kekunavar ..like adi
not-malayalam	Waiting for the big budget movie Marakkar Arabikadalinte Simgham
Positive	ജൂനിയർ ആര്ടിസ്റ്റിൽ നിന്നും നായക നടനിലേക്ക്... അതും ജോഷി സാറിനെ പോലെ ഒരു അനുഭവസമ്പത്തുള്ള ഡയറക്ടറുടെ കൂടെ...  ഓഡിയോ ലൗഞ്ചിന് വന്നതോ അഭിനയകുലപതി മോഹൻലാൽ....  ഇതൊക്കെ അല്ലെ മാഷേ കട്ട ഹീറോയിസം.... ജോജു നിങ്ങൾ മലയാള സിനിമയുടെ അഭിമാനം... രത്‌നച്ചുരുക്കം:   കഷ്ടപെട്ടാൽ അതിന്റെ ഫലം ദൈവം തരും...
Positive	വേറെ ലെവൽ  Waiting  അച്ചായൻ  ഗീതു മോഹൻദാസ്  രാജീവ്‌ രവി  കുഞ്ഞിക്ക ഫാൻസിന്റെ വിജയാശംസകൾ 🥰
not-malayalam	Joshy Annan is back with big bang
Negative	ഉള്ളത് പറഞ്ഞാൽ ഈ പടത്തിൽ ഒരു പ്രതീക്ഷയുമില്ല..
Negative	Bhayankara chiri aarunnu ee scene kandapol mammooty bhayankara botany ithu
Positive	Kola kaandile irkk kollaame vidamatte  ikka Maas
unknown_state	machane ithuvarakkum njan itta comments  onnum like kittittila oru like ingotttu adi
unknown_state	Njan youtubil new ana enn onnu support cheyumo pls
Negative	ആൽബം പാട്ടിനെക്കാൾ ദുരന്തം ഇങ്ങനെ ഒരു സിനിമയിൽ ഇത്തരത്തിലുള്ള പാട്ട് വേണ്ടായിരുന്നു.
Negative	Dislike adicha myrenmark vendi like adi
Mixed_feelings	ennu ninte moideenile oru pattinte tune pole thonunu
unknown_state	Unda kaanan paisa illatha Njan engane ini Ithu kaanum oru pavam mammootty fan
Negative	ഈ മുഖഭാഫം  കണ്ട്  ആരും അത്ഭുധപെടേണ്ട . സന്തോഷ്  പണ്ഡിറ്റ്  നേക്കാളും  കിടുവ
unknown_state	LALLETAN FANS LIKE BUTTON ADICHU POTIKKE
Positive	2 മില്യൺ കാഴ്ചക്കാരുമായ് ഷൈലോക്ക് ടീസർ
unknown_state	Every thing is connected  ഇതെന്നാ ഡാർക്ക് സീസൺ 3ടെ ട്രീസറോ
not-malayalam	Evergreen mass entertainer #joshi annan is back
Positive	Kidu marana mas verithanam kidukki trailer kidu nivin annan polikkum
unknown_state	4 M views aayonne nokkaan vannavar undo???? 🤔
unknown_state	പടം ഒന്നിൽ കൂടുതൽ തവണ കണ്ടവർ ഉണ്ടോ
Negative	തനി കോപ്രായം എന്നാലന്താ തിയേറ്റർ വാരിവലിച്ച് കൊടുക്കും ചെയ്യും ഇതിൽ ലാൽ വടിപ്പോലെ നിൽക്കല്ലാതെ വല്ലതും ചെയ്യുന്നുണ്ടൊ.
Positive	നിനക്കിനി മലയാളം ഇൻഡസ്ട്രിയിൽ കിടന്ന് പൊളക്കാൻ പറ്റുമെന്ന് തോന്നുന്നുണ്ടോ  പാക്കലാം  മാസ്സ്
Positive	Ikka fans mathramalla ettan fansum undu...Box officeeee Chaavaan thayyaraayikko ...Mamangam
Positive	ഭാഗ്യം ....ഗപ്പി യുടെ അവസ്ഥ ഈ പടത്തിനു വന്നില്ലല്ലോ ..........
unknown_state	192 k views 198 k like         Adipoli ba poka..
unknown_state	padam kand kayinn trailer kaanan vannavar adi like🤗..
Mixed_feelings	Pappanum shameerum eee varavil ichiri serious anu
unknown_state	Ee padam kanditt avante Peru enda Enn manasilayittilla
unknown_state	Oru mazhathil okke thalledo commentolikale  Padam irangatte vijayikkatte
unknown_state	ദിവസവും വ്യൂസ് ഉം ലൈക്‌ ഉം എത്രയായി എന്ന് വന്നു നോക്കുന്ന ഞാൻ... എന്നെപോലെ വേറെ ആരെങ്കിലും ഉണ്ടെങ്കിൽ ലൈക്‌ ചെയ്യൂ
Mixed_feelings	Chila bhagagal pulimurugan le pole thonniii......ikkayude ee movie yum successful aakatte ennu aashamsikkunnuuu.....
Positive	Song adyam sreddichilla bt eppol othiri kelkkunna oru songayimari..  Grate..  Nannayittundu
Negative	ippo mansilai e padam 8 nilayil pottum
Positive	massakkan  3.14 m venda 1.46 mathi love you raja
Positive	Joshiy sir nte oru ugran thirichuvaravayirikkum ee padam
unknown_state	Ee pattu kaanunna Americans lyek adikk
unknown_state	Thallu kittya aannungalunde pole nerkkuner theerkkannam atha thrissur reethi
unknown_state	Ingana oke van ninal mukuthi engana Kanan pattum
Positive	kandittum kandittum mathi aakunnilla
Positive	ഇതൊക്കെ ആണോ അഭിനയം .......         ജീവിച്ചു കാണിക്കുവല്ലേ പഹയൻ മാർ എല്ലാരും കിടു ഷാൻ ,സൗബിനും മത്സരിച്ചു തകർക്കുവല്ലേ ഫഹദിക്ക വേറെ ലെവൽ പടം മൊത്തത്തിൽ പൊളി
unknown_state	Vineeth srinivasan karanam aa kuduthal sredichennu thonune....
Positive	Bgm ഒരേ പൊളി..  Gopi Sundar
Positive	Lallettaaaa pwlichu maranna massss triller .you are the only king in mollywood  Triller ishttapettavar like aaddikkaddaaa
Negative	മൊയ്‌ദീൻ ഫിലിം സോങ് പോലെ തന്നെ  M. ജയചദ്രൻ ഒരു ചേഞ്ച്‌ വേണ്ടേ  ഞാൻ ഒരു  വ്യസ്ത്യസ്ത പ്രതിഷിച്ചു  എന്റെ പ്രതീക്ഷ തെറ്റി പോയി
not-malayalam	Waiting for kaappaan .Suriya and mohanlal combo
Positive	Hooo maass oru rakshayumilaaa vindum vindum kannan thonunoo mammukka powliyeee
unknown_state	ആരൊക്കെ ശ്രദ്ധിച്ചു ഇട്ടിച്ചായന്റെ അപ്പൻ സുകുമാരൻ ആണെന്
unknown_state	Ayyo innale undayirunna like kuranjallo .auto fake like youtub remove cheythennu thonunnu
unknown_state	1:00 joby george  നിനക്കിനി മലയാളം ഇൻഡസ്ട്രിയിൽ കിടന്ന് പൊളയ്ക്കാൻ  പറ്റുമെന്ന് തോന്നുന്നുണ്ടോ
Positive	ഓണം ഏട്ടൻ ഇങ് എടുത്തു ന്ന് പറയാൻ പറഞ്ഞു
Positive	Super trailer kidukki kalanju ikkaaa namichu
unknown_state	Mukuthi kanatha deshyam Anno Unni mukundannu.....very upset
Positive	കഴിഞ്ഞ മൂന്നു പടങ്ങളും റിയലിസ്റ്റിക്ക് ആണെങ്കിൽ ഇത് ഒരു  പക്കാ...ആക്ഷൻ ത്രില്ലർ ആയിരിക്കും....
unknown_state	60 K LIKES BUT 16 K VIEWS ....
unknown_state	Thaadi vaycha aalu pandu engaanum ath adich maattikkaanum. Ath manasil vaychu aakki paaduvaanu.......
unknown_state	കാറ്റേ ചില്ലയിതിൽ വീശണെ \r കാറെ ഇലയതിൽ പെയ്യണെ
Positive	njan oru ikka fanannengilum lalettan onnam polikatte
Positive	ennalum ente mammookkaaaa.. ningayokke enna poliyaan.....ningaleyallathe mattareyum ividonnum sangalppikkan polum pattilla..
unknown_state	ഉയിരിൽ തൊടും തളിർ വിരലാവണേ നീ അരികേ നടക്കണേ അലയും ചുടുകാറ്റിനു കൂട്ടിണയായ് നാമൊരു നാൾ കിനാക്കുടിലിൽ ചെന്നണയുമിരുനിലാവലയായ്  ആരും കാണാ ഹൃദയതാരമതിൽ ഉരുകി നാമന്നാരും കേൾക്കാ പ്രണയാജാലകഥ പലവുരു പറയുമോ  ഉയിരിൽ തൊടും കുളിർ വിരലായിടാം ഞാൻ അരികേ നടന്നിടാം അലയും ചുടുകാറ്റിനു കൂട്ടിണയായ് നാമൊരു നാൾ കിനാക്കുടിലിൽ  ചെന്നണയുമിരുനിലാവലയായ് ആരും കാണാ ഹൃദയതാരമതിൽ ഉരുകി നാമന്നാരും കേൾക്കാ പ്രണയാജാലകഥ  പലവുരു പറയുമോ  വഴിയോരങ്ങൾ തോറും തണലായീ പടർച്ചില്ല നീ കുടയായ് നിവർന്നൂ നീ നോവാറാതെ തോരാതെ പെയ്കേ തുഴയോളങ്ങൾ പോൽ നിൻ കടവത്തോന്നു ഞാൻ തൊട്ടു മെല്ലെ കാറ്റേ ചില്ലയിതിൽ വീശണേ  കാറേ ഇലയിതിൽ പെയ്യണേ മെല്ലെ തീരമിതിലോളങ്ങളോളങ്ങളായി നീ വരൂ ഉയിരിൽ തലോടിടും ഉയിരായിടും നാം നാമൊരു നാൾ കിനാക്കടലിൽ ചെന്നണയുമിരുനിലാനദിയായ് ആരും കാണാ ഹൃദയതാരമതിൽ ഉരുകി നാമന്നാരും കേൾക്കാ പ്രണയാജാലകഥ പലവുരു തുടരുമോ
unknown_state	Ithipo kadha muzhuvan undalo ithilu ? ?
Positive	കട്ടക്ക് കൂടെ കാണും! ഉയിർ ആണ് !
unknown_state	അചൊടാ  പാവം.....  ആരേലും എടുത്തിട്ടുൺടങ്കില്  തിരിച്ചു കൊടുക്കണം plzz  നിന്ന് ഡാൻസ് കള്ളിക്കുവാണ്ണങ്കിലും  ഉള്ളിൽ നല്ല വിഷമം ഇണ്ട് കണ്ടാൽ അറിയാം.
Positive	ചാക്കോച്ചന്റെ Carrier ൽ ഇത്‌ ഉറപ്പായും ഒരു breakthrough ആയിരിക്കും...
Positive	ഹെവി ഒരുപാട് നാൾക്ക് ശേഷം ആണ് ഒരു കിടു ത്രില്ലർ സിനിമ ഇറങ്ങുന്നത്
Negative	Sreekumara menone naari nee ithonnu kaanu
Positive	Ettan fansinte vaka irikatte oru kuthirapavan ikka muthanu
unknown_state	policekaarante nenjath chavitti nilkunnath maathram kaanan theatril poyavar aarelum undo?
Positive	Njan mathram aano sunny chechiyee kaanan vannath  Sunny chechi uyir
Positive	Mammookka fans like adi. Love u ikka
unknown_state	Theatre il ith njettikum enn urapullavar like adikk
Mixed_feelings	petr hein ellam same stunt style anu..luciferil ayale vaykathirunond karymay
Positive	Marana maaas ....I am waiting for odiyan
unknown_state	ഫഹദിക്കയുടെ നോട്ടത്തിലും ഭാവത്തിലും  എന്തോ ഒരു അപാകത ഫീൽ ചെയ്യുന്നുണ്ടല്ലോ...
Positive	Ijjathi padavum love storyum comedyum onnum ee adutha kalath onnu kanditilla superbb movie
unknown_state	0:50  AbrahamQureshi unnum alla enn paranj mamukka lalettan fans sahikumo athano ini dislike adichath🤔
unknown_state	0:09 to 0:18 parava polethe feel kitiye pole  oru like adi
unknown_state	ഈ പള്ളി എവിടാണ് .. കുറെ സിനിമകൾ ശ്രദ്ധിക്കുന്നു..🤔
unknown_state	Raja varunath veruthe pokan alla..  Mammookka fans adi like
unknown_state	വ്യൂസ് എത്രയായെന്ന് അറിയാൻ ഇടക്കിടെ ട്രൈലെർ നോക്കാൻ വരുന്നവരുണ്ടോ
Mixed_feelings	ട്രൈലെർ പോരാ. പക്ഷെ ഒരു വ്യത്യസ്ഥത ഉണ്ട്‌
unknown_state	Keralathinu purathu ninnulla anyaphashakar adi like
unknown_state	Climax koodi kaanichirunenkil padathintey review parayarunnuu
Mixed_feelings	This song same touch for konnond chollane from ennu ninte moiden aarkkokke thonni
Positive	ankilinteyum parolinteyum parajayathinu shesham mammokkayude shakthamaya thirichu varavu
Positive	Ithu 100cr ennu parayunnavar like adiku
unknown_state	Lahari channel subscibers orupad koodii MAMANKAM karnam
not-malayalam	Me bangal.. i like lal sir.. saw many time pulimurungan
unknown_state	ഇവളെ ആ thoppikkaran ഇഷ്ടപെടും പിന്നെ ful clash
Positive	Njangalude muthanu  ingalu laletta..... Lub u Etta......
Negative	ഇതാണ് സ്ലാങ് എങ്കിൽ എട്ട് നിലയിൽ പൊട്ടും
Positive	first ee paatu kettu oru feelum ondakaathe poyanjaan koottaarante caller tune ringtonil kettu kazhinjappol aanu feel manasilaaye.... pwoli.. ippo addicted aa ;D
Positive	Kidilan trailer vere level
Positive	Padam iragan eni thivasagal mathram katta waiting
unknown_state	Title kandit comedy padam aan ennu  vicharichavar like cheyyu🤣🤣🤣
not-malayalam	Last 10 seconds raja solarthan seyyiuvan seyyaruth mattum than solluvaa🤩
unknown_state	ഈ song നു വേണ്ടി wait ചെയ്ത ഇക്ക ഫാൻസ്‌ ലൈക്‌ അടി  മമ്മൂക്ക - ദാസേട്ടൻ combo
Positive	kure nalukalkku sesham eanikoru film kaanan thonnunnu ithu kandapol
unknown_state	Hindukkalkku mahiravanan Islamil avane ibilis ennu vilikkum.Christianinkalkkidayil avanu oru nereyulla.LUCIFER!!!
Negative	അവിടെയും തിരഞ്ഞു ഇവിടെയും തിരഞ്ഞു. സ്വന്തം മൂക്കിൽ മാത്രം തിരഞ്ഞില്ല. ഇനി കവി ഉദ്ദേശിച്ച മൂക്കുത്തി ഇതല്ലേ? എന്തായാലും വരികൾ ... ഹോ ദാരിദ്ര്യം ... കുറഞ്ഞ പക്ഷം വരികൾ എഴുതുന്നതിന് മുമ്പ് ഗാനരചയിതാവിനെ പാട്ടു സീൻ ഒന്ന് കാണിക്കുകയെങ്കിലും ചെയ്യുന്നത്  നന്നായിരിക്കും.
Positive	Vidyasagar sir nte  songnayi kathirikkunnu
Positive	Aa Kochu kollaam..Udaharanam Sujatha Ile Kochalle
unknown_state	ആരോ ഒരാളല്ല എന്റെ ഏട്ടൻ my big brother love you ലാലേട്ടാ...
Positive	enganem trailer irakkavo.veendum veendum kadittum matiyakunnilla katta waiting for this movie
Negative	Rafeeq ahamed.. പ്രായമായൽ പഴയപോലെ ഒരു ഇതില്ല അലിയോ ഇക്ക
unknown_state	ഈ സിനിമ കണ്ടിട്ട് ഷാരുഖാനറെ ഫാൻ സിനിമ ഓര്മവന്നവർ  ഉണ്ടോ
not-malayalam	0:39 Kola gaandla.iruka kollama vidamaten.. Wow ..Rajini sir Petta movie dialogue reference..
Positive	ഏതു വേഷവും  മനോഹരമാക്കാൻ , മമ്മുക്ക..
Positive	നമ്മൾ ഈ സിനിമ സപ്പോർട്ട് ചെയ്യണം
Positive	മമ്മുക്കയുടെ  ഡയലോഗ്  ഒന്ന് കേൾക്കു രോമാഞ്ചം
unknown_state	മമ്മൂക്ക ഫാൻസ്‌  മച്ചാന്മാരെ ഇത് എന്റെ ഒരു Youtube ചാനൽ ആണ്. തുടക്കക്കാരൻ ആണ് നിങ്ങൾ എല്ലാവരും subscribe ചെയ്ത് സപ്പോർട്ട് ചെയ്യണം. ചാനൽ പേര് pavam cinemakkaran   plz support
Positive	Ikka mwuth, Shylock idikkatta waiting
unknown_state	കണ്ടിട്ട് അ അഭിപ്രായം പറയൂ   SHYLOCK &BIG BROTHER
unknown_state	Hindi serial diya aur bathi yil undayirunna pennalle aa nayika , arkelum ariyamo
Positive	kalakki ikka ith adar item arikkum
Positive	Ahaa hahaha ha.... Nte ponnikkka mutheeee
unknown_state	ഞാൻ അങ്ങോട്ട്‌ നോക്കി നിൽകാം.. നീ ഒന്നും ചേട്ടാ എന്ന് വിളിച്ചേ.... എത്രപേർക് തോന്നിട്ടുണ്ടാവും അങ്ങനെ ഒന്നും വിളിക്കാൻ സ്വന്തം അനിയൻ...
unknown_state	ട്രെയ്‌ലർ കണ്ടു ഏകപ്പെട്ട_ഓപ്പറേഷൻ ഓർമ്മ വന്നവർ ലൈക്ക് തൂക്കാനുള്ള നൂൽ
not-malayalam	Next movie ready for jyo akka
Positive	Dislike adikkunnavan mar kandoooo Lalettan puthiya adar item................
Positive	ഒന്നും പറയാൻ ഇല്ല. കട്ട  ഫിലിങ്ങ്  ആയി തോനിയവർക്ക് ലൈക്ക് അടിക്കാo
unknown_state	AWARD WAPASI FAHAD FAZIL...INI ORENNAM KITTIYA VAANGUVO
Positive	Lalettaaa pwolich..... Ntammow Katta waiting..... Lalettaaaaaaaaa
Positive	Padam kandu feel aayi.... ee paattinnu Addicted aayi
Positive	mamooka enn uyir  enn anbu enn singamda enn muth mani... 300crore adikum
Positive	Thakarthu Jayettaa..  katta waiting for Pullu Giri n Team
unknown_state	ഏത് ട്രെയ്‌ലർ ആണ് ചങ്‌സ് കൂടുതൽ സൂപ്പർ ബിഗ് ബ്രോതർ , ഷൈലോക്
Positive	Ith malayalam movie thane ano ijathi making
unknown_state	Ee varavu bollywood ine thakarkanam enn ente mathram aagrahamavilla
unknown_state	Aaah kuttide mookuthi aarelum onu kodukko
Positive	Eth pwolikum .....the complete actor lalettaaaaaaa ....katta waiting for lucifer enna look aa nmle lalettaaa
Negative	Ee sangiyude filim ini keralathil odilla
Positive	പത്രം ഫിലിമിലെ ആ മഞ്ചു ചേച്ചിന്റെ ഒരു പവർ കാണുന്നപോലെ....  ലേഡി സൂപ്പർസ്റ്റാർ ശരിക്കും ഈ ഈ ഈ ഈ ഈ മൊതലാണേ
unknown_state	Ittichante vaka oru sample vedikettu koodi
Positive	Njan kandukondee irikunnu... vendum vendum.. vere aarenkilm undo ennae pole....
Negative	പഴയ വീഞ്ജ് പുതിയ  പാത്രത്തിൽ, ഒരു പഴഞ്ചൻ ഡയലോഗും
Positive	ഷൈൻ ഒരു രക്ഷയുമില്ല നല്ല വേഷങ്ങൾ കിട്ടട്ടെ
Negative	കമന്റുകൾ വായിച്ചു ഇത്ര ചിരിച്ച വേറേ യൂറ്റൂബ് വീഡിയോ ഇല്ല പോരാത്തതിന് മോഹൻലാലിന്റ നീണ്ട ഡയലോഗും കണ്ടപ്പോൾ ഒരു മമ്മൂകോയ സീൻ ഓർമ്മ വന്നു മലപ്പറം ജനിച്ച ഏത് സന്യാസിയും ഈ ഭാഷയേ പറയൂ എന്ന ഡയലോഗ് . ചരിത്ര സിനിമകൾക്ക് മമ്മൂട്ടിയുടെ ഏഴയലത്ത് വരൂല മോഹൻലാൽ മമ്മൂക്കയുടെ ഗംഭീര ശബ്ദം സൗന്ദര്യം ഇതൊക്കെ യാണ്‌ ജനങ്ങൾക്കാവശ്യം
Positive	Big b model...  Ikka fans hit like
unknown_state	ഇവിടെക്കിടന്നെങ്ങാനും ഷോ ഇറക്കാനാണ് പ്ലാനെകിൽ രണ്ടിനെയും കാലേപ്പിടിച്ച് തെങ്ങിന്റെ മൂട്ടിയിട്ട് നല്ല വീക്ക് വെക്കൂട്ടാ - - ന്ന് BONY പറയാൻ പറഞ്ഞ്...
Positive	Ejjati item ##Derick ikka katta waitingz ##Bgm 100%##
unknown_state	Ikkante dialoge alla ethu ambilada sounda
Positive	Njan satyathil lalettan fana But e Trailer Oru rekshayilla Vera level pwoli
Positive	Lalu Alex  അദേഹത്തിന്റെ ഒരു തിരിച്ച് വരവ് കാത്തിരിക്കുകയായിരുന്നു
Positive	Padam kandu.... Nice cinema ... Cash povillla.... Athraykum nalla oru feel good cinema ....
Positive	തട്ടുപൊളിപ്പൻ മെലോ ഡ്രാമ സിനിമകൾ കണ്ട് മടുത്ത മലയാളിക്ക് നല്ല ദൃഷ്യാനുഭവം നൽകിയ അണിയറ പ്രവർത്തകർക്ക് അഭിനന്ദനങൾ ...
not-malayalam	Pls pls pls dub in hindi
Negative	Dislike adich aliyanmar pani thudangeettund.. ejjathi teams
unknown_state	കമെന്റ് ബോക്സിൽ  മുഴുവൻ വിദ്യാജി ഫാൻസ്‌ ആണല്ലോ
Positive	അഭിനയം അറിയില്ലെന്ന് പറഞ്ഞ ഹേറ്റേഴ്‌സിന്റെ അണ്ണാക്കിൽ അടിച്ചു കൊടുത്തിട്ടുണ്ട്
Positive	Njnum oru fanaaaaa Prithvirajinteyum mammokkayudeyum lalettanteyum okkeeee......
Positive	ചരിത്രം മാറ്റാൻ പോവുന്ന ചരിത്ര നായകന്റെ ചരിത്ര സിനിമയിലെ ആദ്യ ഗാനത്തിനായി കട്ട വെയ്റ്റിംഗ്
unknown_state	A b r i d  S h i n e
not-malayalam	I'm form I very big fan Mr mohanlal
Positive	polichu ttoooee onam apoo onnonnara onam thanneyaaa
unknown_state	Fanshowku pokum munp kanunnavar aroke ...
unknown_state	ഉഫ്  ഏട്ടൻ ഫാൻസ്‌ ലൈക്‌  🤩🤩🤩
unknown_state	Princene kndpol Fahd fasilne orma vnnvrndo
unknown_state	Mamakam Hit Aavum ennulever adi makkale like
Positive	ഇതെടുത്ത് ട്രോൾ ഇട്ടവർ എന്ത് ഊളകളാണ്.... താരപരിവേഷത്തിന്റെ കൊടുമുടിയിൽ നിൽക്കുന്ന ഇങ്ങേര് ഇതുപോലൊരു റോൾ ഏറ്റെടുത്തു ചെയ്യാൻ കാണിച്ച ധൈര്യം... നന്നായി തന്നെ ചെയ്തു വച്ചിട്ടുണ്ട്..
Negative	Siddiquinu valla thoomba eduthu krishi paniku poyikoode ... undaki veycha image motham kalayan vendi Veendum Veendum oola padangal
unknown_state	onta swabavam ingakk ariyille? ayine kondanallo ona mechilek vittath..appo aadayum pennu... kannur slang alle athuuuuu :* :*
unknown_state	ഇനി അസുരന്റെ വരവാണ്🤙 നീ വാ തലേ  Megastar fans hit like
Positive	Ith powlikkutttaaaa...... Mavoyist alla avnta appan vannalum nammal odikkum
unknown_state	Songnu shane filmil kelkunna songs nte athe oru element.
Positive	Achane cinemakkare othukke kalangathanenkilum makane arkkum othukkan kazheyella.
Negative	Dislike kunnamare olupundel poi kettithugi chavda pannikale
Negative	Padam parama Koothara
unknown_state	Daivamme njan pretishichatine kaalum vishayam trailer
Negative	Madhuraraja teasor kandu nalla katta bore ayittu undu. Mammukka ethavana yum Vishnu Unnikrishnan tae boxoffice records vettikkum ennu thonunilla.
unknown_state	mamokka ഫാൻസ് ഇവിടെ ലൈക്ക് അടിച്ചിട്ട് പോയാ മതി
unknown_state	ഇവിടെ കിടന്നെങ്ങാനും ഷോ ഇറക്കാനാണ് പ്ലാനെങ്കിൽ രണ്ടിനെയും എടുത്ത് തെങ്ങിന്റെ മൂട്ടിലിട്ട് നല്ല വീക്ക് വീക്കും കെട്ടാ... ബോണി പറയാൻ പറഞ്ഞു
unknown_state	I think, nivin ഒരു ഡബിൾ getup ഇൽ ആണ്. ഒന്ന് ഭായ്. പിന്നെ മുഖത്തു ചായം തേച്ച ആ വേഷം. ടീസറിൽ ആ ചായം ചേർത്ത വേഷത്തിലുള്ള നിവിൻ  ആണ് കുട്ടിയോട് സംസാരിക്കുന്നത്. എന്നാൽ അയാളാണ് ഭായ് എന്ന് പറയുന്നില്ല.  So, ഭായ് ഒരു ഘട്ടത്തിൽ വേഷം മാറുന്നുണ്ട് ആ വേഷം മാറി ജീവിക്കുന്ന നിവിന്റെ അടുത്തേക്കാണ് കുട്ടി മൂത്തോനെ അന്വേഷിചെത്തുന്നത്.
Positive	ഞാൻ അടുത്ത് കാണുന്ന പടം ഇതായിരിക്കും.
unknown_state	ഇത് കണ്ടോണ്ടിരുന്നപ്പോ ബാപ്പന്റെ അടുത്ത്ന്ന് കണക്കിന് കിട്ടി..മൂക്കുത്തി ഒഴികെ ബാക്കി എല്ലാം കണ്ടില്ലേ എന്നും ചോദിച്ചായിരുന്നു തല്ല്..
Mixed_feelings	pulimurukan trailer ano kanunath 🤔
not-malayalam	BLOOD • BROTHERHOOD • BETRAYAL
unknown_state	Views ethraaayi enn nokkan veendum veendum kaanunnavar like adikkeda
Mixed_feelings	കടലിൽ സിംഹമോ ?വല്ല സ്രാവോ തിമിംഗലമോ മതിയായിരുന്നു
unknown_state	1:34 il Prithviraj ine kandavar like adikku...
