text	category
ತಿಪ್ಪ ತಿಪ್ಪ ತೊಗರಿ ತಿಪ್ಪ	unknown state
Elli politics jasti and beliyokke bedalla hotte kirchu padthare	Negative
huligesh S Santoo H	not-Kannada
Super rakshith shetty	unknown state
ಅಭೀನಯ ಚಕ್ರವರ್ತಿ. ಕರುನಾಡ ಕನ್ಮಣಿ .ಅಭೀನಯ ಭಾರ್ಗವ.ಕನ್ನಡ ಕಲಾ ಕುಸುಮ.ಕರುನಾಡ ಸಿಂಹಾ.ಬಾದ್ಷಾ .ಕಿಚ್ಚಾ ಸುದೀಪ ಅಣ್ಣನ ಅಭೀಮಾನಿಗಳಿಂದ ಈ ಸಿನಿಮಾ ಶತದಿನೋತ್ಸವ ಆಚರಿಸಲಿ	Positive
@SHASHIKALA B howda mam enge	Negative
ಹಲೋ ಫಾರ್ ನನ್ ಮಗಂಗೆ ಮಾನ ಮರ್ಯಾದೆ ಇಲ್ಲ ಅಣ್ಣ ಇಲ್ಲೋ ಏನು ಆಗಿದೆಯಂತೆ ಯುನೋ ಭಾರತ-ಚೈನಾ ಫಸ್ಟ್ ಕೇಳಿ ಅಣ್ಣ ನಮ್ ದೇಶಕ್ಕೆ ದ್ರೋಹ ಬಗ್ಗೆ ದ್ರೋಹಿಯನ್ನು ಅಣ್ಣ ಇನ್ನೂ ಸ್ವಲ್ಪ ಚೆನ್ನಾಗಿ ಉಗಿರಿ ಅವನಿಗೆ	Negative
#Vp Sir Super singing	not-Kannada
GTA 5 BRO	unknown state
#handsup ಇದು ಚರಿತ್ರೆ ಸೃಷಿಸೂ ಅವತಾರ	Positive
Ravichandran vishnuwardha raajkumar Shankar nag elruna onde sari nodidangaythu..	Positive
ನಮ್ಮ ದೇಶದಲ್ಲಿ ರಾಜಕೀಯ ದಲ್ಲಿ ಗೆಲ್ಲಲು ಈಗ ದುಡ್ಡು ಬೇಕಾಗಿಲ್ಲ ಪಾಕಿಸ್ತಾನ ಅಥವಾ  ಇಸ್ಲಾಂ ಮೇಲೆ  ಅವಾಜ್ ಹಾಕಿದರೆ ಅವನಿಗೆ ಪ್ರಧಾನಿ ಪಟ್ಟ ಕೊಡುತ್ತಾರೆn ನಮ್ಮ ಮೋರಿಗೆ ಮುಸಲ್ಮಾನರನ್ನು ಸಾಯಿ ಸೋದೆ ಅವರ ಅಭಿವೃದ್ಧಿ	Negative
Hands up - 308k likes nBelageddu - 308k likes	Positive
Hemme aagutte sir. Neevu nijakku great	Positive
ಏನ್ ಮ್ಯೂಸಿಕ್ ಕೊಟ್ಟೀದಿಯ ಗುರು..nI'm surrender ಟು ಲಿರಿಕ್ಸ	Positive
Super nimdu thuppu ella correct agi helidira	Positive
Ee song Virat Kohli & Modi ji ge perfect match akkati🥰n#ASN Rakshit anna	unknown state
ಕನ್ನಡ ಭಾಷೆ ಸಿನಿಮಾ ಯಾವುದಕ್ಕೂ ಕಡಿಮೆ ಇಲ್ಲ ಎಂದು ನಿಮ್ಮ ಸಿನಿಮಾದ ಮೂಲಕ ಗೊತ್ತಾಗುತ್ತಿದೆ......	Positive
ಚಂದನ್ ಶೆಟ್ಟಿ ಟ್ರೊಲ್ ವಿಡಿಯೋ ನೀವು ನೋಡಿ ನೆಗಡ್ಡೆ ಇದ್ರೆ ನಾವ್ ಗ್ಯಾರಂಟಿ	Positive
ಯಾಕೆ dislike ಮಾಡ್ತಾರೆ ಮರೆ? Addicted	Positive
Kannada promotion beda.. Kannadigaru nimmana gellistare	Positive
ಕಥೆ ಸರಿಯಾಗಿ ತಿಳಿದುಕೊಳ್ಳಿ..... please don't worng guide..... ಅಶ್ವತ್ತಾಮ ಶಿವನ ಅವತಾರ.... ಇಂದ್ರನಲ್ಲಿ ಸುಳ್ಳು ಹೇಳಿದಕ್ಕಾಗಿ ಭೂಮಿಯಲ್ಲಿ ದೀರ್ಘ ಕಾಲಿ ಯಾಗಿ ಅವತಾರಿಡಿದರು ಅಷ್ಟೇ...... ಕೃಷ್ಣ ಅವರಿಗೆ ಶಪಿಸಲಿಲ್ಲ	Mixed feelings
Super more enjoyable	not-Kannada
Charitree shrushtisoo avatara!!!	Positive
Rakshasan Thamil BGM🤔🤔	not-Kannada
Buety.. Guru..	unknown state
ಒಂದಕ್ಕಿಂತ ಹೆಚ್ಚು ಬಾರಿ ಕೇಳಿದವರು ಲೈಕ್ ಮಾಡಿ	Positive
Super anna tumba chanag ugididera	Negative
Pubge sontekorya kano	Mixed feelings
@Pawan Kv ya happy Sunday	not-Kannada
Shapaa kottavane Krishna ..avre ivaga badhukilla. Anthavreee	Negative
ಕರ್ನಾಟಕ ಬಿಟ್ಟು ಬೇರೆ ಕಡೇ ಪ್ರೊಮೋಷನ್ ಮಾಡರಪ್ಪ ಸುಮ್ನೆ ಇಂತ movie ನಾ ಹಾಳ ಮಾಡ್ಬೇಡಿ	Negative
Well said bro	not-Kannada
D bosss fans kade inda all the best prajju	Positive
Shaata  ivrnella borderg kalsbeku gotagutte	Negative
@Dhee Pu adu Acchhagannada	unknown state
Bro sorry ond matu nang eetara troll madodu ella ishta agtirlilla first time nimm videos nodi sakkath kushiaytu nd ur video really give a good msg	Mixed feelings
Different song	unknown state
Well said sir	Positive
last nalli spoon na eseyodu  pakka kudure krishna (rishabshetty sir)	Positive
ಏನಾದರೂ ತಪ್ಪಿದ್ದರೆ ಕ್ಷಮೆ ಇರಲಿ..nಹೀಗೆ support ಮಾಡ್ತೀರಿ ನಾನು ನಿಮಗೆ entertainment ಕೊಡ್ತಿರ್ತಿನಿ...nಹಾಗೆ instgram ಅಲ್ಲೂ ಕೂಡ follow ಮಾಡಿn	Positive
ಈ ಚಿತ್ರ ಪ್ರಜ್ವಲ್ ಅವ್ರ ಕ್ಯರಿಯರ್ ಚೇಂಜ್ ಮಾಡೋ ಹಾಗೆ ಕಾಣ್ತಿದೆ ರಾಕಿ ಭಾಯ್ ಯಶ್ ಅಭಿಮಾನಿಗಳ ಕಡೆಯಿಂದ ಶುಭಾಶಯಗಳು🤗🤗🤗	Positive
ಬಸವರಾಜ ಕೆಂಚರಡ್ಡಿ	unknown state
Becaz kannada movies are not producing good movies.	Negative
@Ŕävîñđŕå_02_GøWđřú bro evnu venkatesh kulkarni avr comments ge reply madidane adanna odudre nin education EE flop	Negative
Yenelbeko gothagtilla nim swabimanakke ondu Salam sir	Positive
@manju c hha	unknown state
Hook step is awesome	not-Kannada
@shiva prakash en guru ninn problem uu	Negative
Culprit @ 3	unknown state
ಗುರು ಸುಪ್ಪರ್ ನೀವು	Mixed feelings
ತೋಗರಿ ತಿಪ್ಪ  ನಕ್ಕು ನಗಿಸುವ ಕಥನ.	Positive
ಮಗ ನಿನ್ ಪ್ರಾಸಬದ್ಧ ನಿರೂಪಣೆ ಗೆ ಫಿದಾ ಆಗೋದೇ new subscribe ಮಗ ಸುಪರ್ಬ್	Positive
DRUVA sarja- hit likenRakshith Shetty- commentsn	Mixed feelings
I like sir	not-Kannada
ಲವ್ ಮೂವಿ ಅಂದ್ರೆ ನಮ್ ಬರ್ಗೆಟ್ಟಿರೋ ಜನ ಲೈಕು ಮಾಡ್ತಾರೆ ಹೋಗಳಿಕೇನು ಕೊಡ್ತಾರೆ ಸರ್ but ಇದೆಲ್ಲ ಮೂವಿ ಗೆ ಕೊಡ್ತಾ ಇರೊ ಲೈಕ್ ಅಲ್ಲ  ಈ ಮೂವಿಲಿ ಇರೊ ಲವ್ ಸೀನ್ ಮತ್ತು ಲವ್ ಡೈಲಾಗ್ ಗೆ ಅಷ್ಟೆ. ಹೀರೋಯಿನ್ ಹೀರೋ ಗೆ ಪ್ರೊಪೋಸ್ ಮಾಡಿದ್ರೆ ಸಾಕು ನಮ್ ಜನ ಬೆಸ್ಟ್ ಮೂವಿ ಅಂತ ಹೇಳ್ತಾರೆ but ಮೋವಿಲಿ ತುಂಬಾ fault ಇರುತ್ತೆ ಫ್ಯಾಮಿಲಿ ನೋಡೋ ತರ ಇರಲ್ಲ. ದಿಯ ಮೂವಿ ತುಂಬಾ ಬೋರಿಂಗ್ ಇದೆ ಫ್ಯಾಮಿಲಿ ಜೊತೆ ನೋಡೋ ತರ ಇಲ್ಲ ಮನೇಲಿ ಒಬ್ನೆ ನೋಡೋಕೆ ಬೆಸ್ಟ್ ಮೂವಿ ಗಳಲ್ಲಿ ನನ್ನ ಪ್ರಕಾರ ದಿಯಾ ಕೂಡ ಒಂದು. ಎಲ್ಲರ ಆಕ್ಟಿಂಗ್ ಸೂಪರ್ ಡೈಲಾಗ್ ಸೂಪರ್ but overall ಮೂವಿ ಲಿ improvement ಬೇಕೇ ಬೇಕು ಇಲ್ಲಾಂದ್ರೆ ಫ್ಯಾಮಿಲಿ ನೋಡಲ್ಲ. nಬೇಜಾರ್ ಮಾಡ್ಕೋಬೇಡಿ ಇದು ನನ್ನ ಅನಿಸಿಕೆ ಅಷ್ಟೆ.	Negative
@Nandi Parthasarathi ಒನ್ ನೈಟ್ ಸಿಗೆ	Negative
Supergie halliediera bro	Positive
how u told ?nivu heg heltiya bro	Positive
Nanu film nodilla	Negative
ಹಾ ದೇವರು ಒಳ್ಳೆಯವರಿಗೇ ಯಾವಾಗಲೂ ಕಷ್ಟ ಕೋಡದು ಸರ್ ನಿಮಗೇ ಒಳ್ಳೆದಾಗಲ್ಲಿ... ಸರ್..	Positive
Super creative kannadiga	Positive
super togari tippa	Positive
@VARAPRASAD K K  being a darshan fannEetara Darshan sir helkotidara bere hero galna bayri antha.nnSumne yake bro	Mixed feelings
@DACCHU D BOSS naanu adanne hudukta idini 🤔	Mixed feelings
Sakkat  matu	Positive
Nkn last dialogue lit	Negative
Rakshit sir on fire ...benki..ollede aythu ha dagar inta olle vekthi ge siglila	Positive
Howdu tumba reveal mad bitru	Mixed feelings
ಒಂದೊಳ್ಳೆ ಚಿತ್ರಕ್ಕೆ ಈ ರೀತಿ  ಚಿತ್ರಮಂದಿರ ಸಮಸ್ಯೆ ಆಗಬಾರದು	Negative
Super bro.	not-Kannada
ha nam manegu bandiida ...	Negative
Ur just owsm man!!	not-Kannada
Sir solla video time kadime madi	Negative
ಶಂಕರ್ ಅಶ್ವಥ್ ಸಾರ್	unknown state
Ajneesh u beauty	Mixed feelings
Tik tok banu nan kicha Sudeep fanu egide  comment madi	Positive
ಬಾಯ್ ಬಡ್ಕೊಬೇಕು ಹಾಡು ಕೇಳಿದರೆ	Negative
Movie is awesome	Positive
Hands up kannadigaru🤚	Mixed feelings
ತೊಗರಿ  ತಿಪ್ಪ ಸೂಪರ್  ಹಾಸ್ಯ ಕಥ	Positive
Rakshit Shettre... adbhuta kannada pada balike..devara haage bandu kannada chitrarangavannu badukisuttiddiri..	Mixed feelings
Nonsense Kannada rost	Negative
ನಾವ್ ಲಕ್ಷ್ಮೇಶ್ವರ ದವರ nಸೂಪರ್	Positive
ಧ್ರುವ ಬಾಸ್ ಅಭಿಮಾನಿಗಳು ಲೈಕ್ ಮಾಡಿ	unknown state
I love India	not-Kannada
RAKSHIT SHETTY ಅವರ ನಿಜವಾದ ಅಭಿಮಾನಿಗಳು ನಮ್ಮ ಚ್ಯಾನೆಲ್ ಗೇ SUBSCRIBE  ಅಗಿn	Positive
Super agi helidiya guru	Positive
ಡಾ//ಶಂಭು ಬಳಿಗಾರರ ಮಾತು ಹುಗ್ಗಿ ಹಾಲು ಉಂಡಷ್ಟು ರುಚಿ... ನಾನು ಬಾಲ್ಯದಿಂದಲೇ ಅವರ ಈ ಹಾಸ್ಯ ಕಥೆಗಳನ್ನು ಕೇಳುತ್ತ ಬೆಳೆದವನು...	Positive
Ultimate bro nice msg	not-Kannada
@Raj T yes	unknown state
ನಿಜ ನಾ ಇಷ್ಟು ಚನ್ನಾಗಿ  ಹೇಳಿದಿರ	Mixed feelings
@AJITH S SHETTY appreciate madtaidane guru	Negative
Supar anna supar	Positive
Nice	not-Kannada
Superb song nange esta aytu	Positive
ಮಿಂಡ್ರಿ ಮಕ್ಳಿಗೆ ಸರಿಯಾಗೆ ಉಗ್ದಿದ್ದೀಯ ಗುರು	Negative
Sir naanu Visakhapatnam li iradhu	unknown state
Hhhhhhhhhhhhhhhhhhhhhiiiiiiiiiiiiiiiiiiinnnnnnnnnnnnndddddddddddddiiiiiiiiiiiiiiiiiiiiii song kaha hya???????	not-Kannada
ಎಸ್ ಸೂಪರ್ ಸಾಂಗ್	Positive
Ganesh Bhat -ಬೆಡುವ ಅವಶ್ಯಕತೆ ನನ್ನಗೆ ಇಲ್ಲಪ್ಪಾ ಬೆಕಾದರೆ ನಿನೆ ಬಾ ಪ್ರಿ ಅಗಿ ಉಟ ಹಾಕತಿನಿ.	Negative
Plz sir u r great	not-Kannada
ADBHUTHA  Sathya	Positive
Who hate rashmika mandana like heare	unknown state
What a making 🤭🤭🤭 suppppperrrrr rakshith Shetty bro...ur a genius...Nam kannada indestry and kannadigru yargu yavdhrallu kadme Ella.. hatsup sir	Positive
Plz dayvitto Kannada Film industry yali ivrgge Film gallali chence koddi yappa	Positive
ಇಬ್ಬರು  ಕಳ್ಳರೇ	Positive
Hands up ka Hindi version bhi upload krdo yrr plzz	not-Kannada
ಹೌದೋ ಹುಲಿಯಾ  ಗಿಚ್ಚಿ ಗಿಚ್ಚಿ ಗಿಲಿ ಗಿಲಿ ಹಾಡು	Negative
Song like kotigabba 2 track	unknown state
Super togari tippa	Positive
Exlent movie my favorite movie	Positive
super bro bikat china	unknown state
Super  songs	not-Kannada
ಕನ್ನಡ ದ ಹೆಮ್ಮೆಯ ಮೊತೊಂದು ಚಿತ್ರ	Positive
ಇದು ಚರಿತ್ರೆ ಸೃಷ್ಟಿಸೋ ಅವತಾರ	Positive
@Nandi Parthasarathi ಲೆ ಲೋಫರ್ ಮುಂಡೆ ನಂದಿನಿ.... ಮನೇಲಿ ಹೇಳ್ಬಿಟ್ಟು ಬಂದಿದೀಯ ತಾನೇ... ತು ಲೋಫರ್ ಮುಂಡೆ... ಯಾಕೆ ಬೇಕೂ ನಿಂಗೆ ಇವೆಲ್ಲಾ ಹಾದರಗಿತ್ತಿ	Negative
DIYA a awesome film... jana barodakke idraddu prachara swalpa kammi aythu annisthide..istu olle movie ge jana baralla andre bere reason yenide..kelavu films olledildidru kaali pracharadindle hit agatthe.	Mixed feelings
E film baari ede ante guru nodle beku	Positive
Love you darling	unknown state
Ee song ge dislike yakro madtira istond chanagide making	Mixed feelings
Correct aag helidri bro .. aa lfr ge tiktok ilde idre uta nidde baralla ansatte	Mixed feelings
Super song Jai DBoss	Positive
Super your video  nice	not-Kannada
All the best...... ಅವನೇ ಶ್ರೀಮನ್ನಾರಾಯಣ ..ಟೀಮ್......ರಕ್ಷಿತ್ ಶೆಟ್ಟಿ ಸರ್......frm ಯಶ್ ಬಾಸ್ fan	Positive
ಟಿಕ್ ಟಾಕ್ ಬ್ಯನ್ ಆಗ್ಲೇ ಬೇಕು	Positive
Super sir yentha mathu nivu sir nijavada tik tok bagge thilekondirodu	Positive
ಹೌದು ಕನ್ನಡತಿ ಭುವನ ಅವ್ರೆ.ಜೈ ಕರ್ನಾಟಕ ಮಾತೆ.ಜೈ ಭುವನೇಶ್ವರಿ ತಾಯಿ.ಜೈ ಕನ್ನಡಿಗ.ಜೈ ಕನ್ನಡತಿ ಕಣ ಕಣದಲ್ಲೂ ಕನ್ನಡ.ಕನ್ನಡವೇ ಸತ್ಯ.ಕನ್ನಡವೇ ನಿತ್ಯ. ಸಿರಿಗನ್ನಡಂ ಗೆಲ್ಗೆ. ಸಿರಿಗನ್ನಡಂ ಬಾಳ್ಗೆ.ಕನ್ನಡದ ಭಕ್ತ ಶಿವರಾಮ್ ಗೌಡ ಮಂಡ್ಯ.6363014117.8296261615.	unknown state
Super.... kerala Rakshith shetty fans like maadi. ലൈക്ക് അടിക്കൂ സുഹൃത്തുക്കളെ...	not-Kannada
ನಿಜವಾಗಿಯೂ  ಅದ್ಭುತ heartly heltidini... plz avrigella namma nimmellara supprt beku	Positive
Heliro prati ondu point super brooo adrallu yaro obba yallo eno agidakke tiktok ban madavre anta helidnalla avnige saryagi uttara kottidira super nivu	Negative
in 10m view 224k likes..i think highest likes for less views in kannada...	not-Kannada
RSS avaru thumba danger. Avara bhagge ondu episode maadi sir	Negative
Song is ok.. but it looks remake of tiger zinda hai  song - swag se karoonga sab ka swagath..	Negative
Super  song	Positive
Trailer supernLast music like a Telugu movie raakshasudu	unknown state
Adru namboru thumba Jana edare sir	Positive
Nangu tumba ase movie nodbekanta adre movie near by yellu illa.	Negative
Sakkatt agine   kyakirsi  ugdidira  sir	Positive
niv helid nija star antha bere akotidru karma	Positive
ಹೌದು ಸರ್ ಫಿಲ್ಮ್ ಸೂಪರ್ ಡುಪರ್ nಜನ ಯಾಕೇ ಬರುತ್ತಿಲ್ಲ ಅಂದರೆ ನನ್ನ ಪ್ರಕಾರ ಕರೊನಾ ವೈರಸ್ ಮೂಲಾ	Positive
Hahah baari guru	Mixed feelings
supper song	Positive
RS haadugalella haagene bro	Positive
Chindi broiiii e munde maklige naman desha bakthi kammi sayor yelo saythare e bevrcgalige tiktok mukya anthe	Negative
Nanu tiktak ballisilla avivekialu youtub nu... Kuda almadutidira nimmantorinda aellu agutte	Positive
Defenetely rakshit shetty	Mixed feelings
ಯುದ್ದ ಮಾಡಬೇಕು ಓದಬಾರದು ಕಟುಕರ ಮುಂದೆ ಭಗವದ್ಗೀತೆ.....ಇದು ಚರಿತ್ರೆ ಸೃಷ್ಟಿಸೊ ಅವತಾರ	Positive
Ee movieyinda dodda mattada success siguthhe Prajwal sirge.	Positive
Super guru ninu	Positive
Shankar ashwath sir devaru  olledu madli sir nimge	Positive
Super hero prajval devraj I like I love hero but avara time sari ila adke avara movie hit agtila but ivarige vale director sigbeku benki hero prajval I love boss E cinema adru nimge success tandu kodali..devru idane munde nugta eri boss god bless you	Negative
Lockdown mugili relise madi bartivi sir	Positive
ಇದು ಚರಿತ್ರೆ ಸೃಷ್ಟಿಸೋ ಅವತಾರ....	Positive
Benki music..yarappa dislike madirodu.... mostly rasmika mandana fans irbeku...n🤭🤭🤣🤣🤣🤣songe he inge in movie nodudre...aste	Negative
kannadadha abimani jai karnataka all tha best comeback	Positive
Hi my friend	unknown state
We want grow Kannada industry	not-Kannada
@Kirankumarkk Gowda muchole sakku dengbeka bagsi	Negative
Jay Hind Jay Karnataka Mathe	not-Kannada
HistorynBefore sanvinAfter shanvi	unknown state
ಕನ್ನಡ ಮೂವಿ ಗೆ ಸಪೋರ್ಟ್ ಮಾಡಿ ದಯವಿಟ್ಟು	Positive
ಜಡ್ ಜಡ್ ನಕ್ಕ...	Mixed feelings
ಪಜ್ಜು ಸರ್ ಗೆ ಒಳ್ಳೆ ಸಕ್ಸಸ್ ಸಿಗ್ಲಿ  ತುಂಬಾ ಚನ್ನಾಗಿದೆ ಟ್ರೈಲರ್	Positive
Release in Hindi pls	not-Kannada
ಸೂಪರ್ ಸರ್ ಈ ಸಾಂಗ್ ನನಿಗಂತೂ ತುಂಬ ಈ ಆಡು ದಿಫ್ಫ್ರೆಂಟ್ ಅಂತ ಅನಿಸಿದರೆ ನನ್  ಫೇವರೆಟ್ ಸಾಂಗ್ ಆಗಿದೆ ಕಣ್ರೀ. ವಿಜಯ್ ಪ್ರಕಾಶ್ ಸರ್ ವಾಯ್ಸ್ please more then peples watch this song super ಅವನೇ ಶ್ರೀಮನ್ನಾರಾಯಣ. ಇಷ್ಟ ಆದ್ರೆ ಲೈಕ್ ಮಾಡಿ. ಇಷ್ಟ ಆಗಲಿಲ್ಲವಾ ಸುಮ್ನೆ ಕುತ್ಕೊಳ್ಳಿ ಯಾಕ್ ಸುಮ್ನೆ  ಡಿಸ್ ಲೈಕ್ ಮಾಡ್ತೀರ	Positive
Spr song.ulti music	Positive
ಜನರನ್ನು ಮೂರ್ಖರನಗಿಸೋ ವಿಡಿಯೋ ಇದು ಯಾರೂ ಕೂಡ ನಂಬಬೇಡಿ ಒಬ್ಬ ವ್ಯಕ್ತಿ 5000 ವರ್ಷ ಬದುಕುವುದು ಸಾಧ್ಯವಾ   ನಿಮ್ಮಗೆ ನೀವೇ ಪ್ರಶ್ನೆ ಮಾಡಿಕೊಳ್ಳಿ.	Negative
All the Best sir...... ದೇವರು ನಿಮಗೆ ಒಳ್ಳೆದು ಮಾಡಲಿ ... ಎಲ್ಲರ ಜೀವನದಲ್ಲಿ ಏಳು ಬೀಳು ಅನ್ನೋದು ಇದ್ದೇ ಇರುತ್ತೆ ಕಷ್ಟ ಅನ್ನೋದು ಯಾರಿಗೂ ಬಿಡೊಲ್ಲಾ ಬರೋ ಕಷ್ಟಗಳನ್ನ ಧೈರ್ಯದಿಂದ ಎದುರಿಸೋರೆ ನಿಜವಾದ ಹೀರೊಗಳು	Positive
#ಇದು ಚರಿತ್ರೆ ಸ್ರೃಷ್ಟಿಸುವ ಅವತಾರ nBaground music 🤺🤘	Positive
Bro nanage tumba bejar agide namm sainikar savinind .china davargi buddi kalsek bro ..	Positive
@sumya kulkarni ನೀವು ಬ್ರಾಹ್ಮಣರಾಗಿ intercast marriage agoke dairya idena ? Never.	Negative
nachike agtide nange enthado dod dod heros movi chennagildiddruu  odtave	Negative
ಸೂಪರ್ ಸಾಂಗ್ ರಕ್ಷಿತ್ ಶೆಟ್ಟಿಯವರೆ ಮತ್ತು ಸೂಪರ್ ಟ್ಯಾಲೆಂಟ್	Positive
O my god	not-Kannada
ಕನ್ನಡದ ಒಂದು ಅದ್ಭುತ ಸಿನಿಮಾ ದಿಯಾnತುಂಬಾ ದಿನದಿಂದ ಈ ಚಿತ್ರದ ಬಗ್ಗೆ ಕೇಳುತ್ತಿದ್ದೆ ಆದರೆ ಇವತ್ತು ನೋಡದೆ.nಆಹಾ... ಹೇಗ ಆ ನಿದೇ೯ಶಕನನ್ನು  ಹಾಗೂ ಚಿತ್ರದ ಪ್ರಮುಖ ಪಾತ್ರಗಳನ್ನ ವಣ೯ನೆ ಮಾಡಬೇಕು ಅಂತಾ ಗೊತ್ತಾಗತ್ತಿಲ್ಲ .nಯಾವುದೇ ಅಬ್ಬರವಿಲ್ಲ	Positive
Super bro	not-Kannada
@vinay vinu ಇವ್ನು ಯಾರ್ ಗುರು ನಂದೆಲ್ಲಿ ಇಡ್ಲಿ ಅಂತವ್ನೆ	Mixed feelings
@Siddesh Kumar thankyou sir	not-Kannada
ಸಾರ್ ನಿಮ್ ತಂದೆಯವರ ಅಭಿನಯ ನೋಡ್ತಾ ಇದ್ರೆ ಏನೊ ಹಳೇದೆಲ್ಲಾ ನೆನಪಿಗೆ ಬಂದು ಅಳು ಬರುತ್ತೆ.. ಆ ರೀತಿ ಮನಸ್ಸನ್ನೆ ಕರಗಿಸೊ ಕಲೆ ಅವರಲ್ಲಿತ್ತು. ಅಂತಹವರ ಮಗನಾಗಿ ಹುಟ್ಟಿದ್ದು ನಿಮ್ಮ ಪೂರ್ವ ಜನ್ಮದ ಪುಣ್ಯ ಅಂದ್ರು ತಪ್ಪಾಗುತ್ತೆ.. ಒಳ್ಳೇದಾಗ್ಲಿ ಸರ್.. ಎಲ್ರೂ ಸಾಯೋದೆ.. ಅಲ್ಲಿವರೆಗೂ ಖುಷಿಯಾಗಿರ್ಬೇಕು ಅಷ್ಟೇ..! ದೇವ್ರ್ ಒಳ್ಳೆದ್ ಮಾಡ್ಲಿ ನಿಮ್ಗೆ	Positive
ಡಿ ಬಾಸ್ ಅಭಿಮಾನಿಗಳಿಂದ nಶುಭ ಆರೈಕೆ	Positive
Puneet ge  power star sari shivannange hyatrik sari	Negative
Re release Maadi	Positive
Movie super and climax chapper	Mixed feelings
Nev hing madodhakene... nav udhara agthilla....	Negative
@sᴀɴᴅᴀʟᴡᴏᴏᴅ sᴛᴜᴅɪᴏ ᴍᴏᴠɪᴇs boli magane nin appan third a	Negative
Navalla guru politicians change agbeku kachda galu	Positive
ಇನ್ನು ಇಂಥ ಒಳ್ಳೆ ಸಾಂಗ್ಸ್ ಇದವೆ ಅಂತ ಗೊತ್ತಿಲ್ಲ ಸೂಪರ್ ಸಾಂಗ್ಸ್	Positive
Bro  ಬಹುದಿನಗಳ  ಆಸೆ  ಫಲಿತಿ ಸಿತಮ	Positive
2019 ರಲ್ಲಿ ಈ ಕಥೆ ಯಾರ್ ಯಾರ್ ಕೇಳಿರೆಪಾ	Positive
Super avanu helidanalla yelo galate ante avanu sikudre japli yelo togoduu odibeku tuuu.nNivu inu roste madtairi..nJai creative kannadiga..	Positive
ಸೂಪರ್ ಗುರು ಉಗಿರಿ ಟಿಕ್ ಟ್ಯಾಕ್ ಗೆ	Mixed feelings
Music ultimate guru estu saari keldru kelbeku ansuthe	Positive
Nam antha talent ge bele ilaa	Negative
Super hero kannada in raksit	Positive
Movie supper sir	Positive
Sir nivu bare swalpa sulu heleteraa	Negative
Anna nin padha Xerox kodanna	Positive
Matte Hands up enu?	unknown state
Once again again	not-Kannada
En song Guru... Namma Narayana Namma hemme all India fidha agibitdhe nimge ....	Positive
Nammuralli bandidda nane One-up coffee bread kottu kalsde.....	unknown state
Awesome movie sir	Positive
@nkn havali nin astu urkondilla pa	Negative
ನಮ್ d boss ಶಾಟ ಕ್ಕೂ ಸಮ ಇಲ್ಲಾ...ಮಗನೇ... ಅವುನ್ ಮಾಡಿದ ಫಿಲಂ ಅಷ್ಟು ಎಕ್ಸ್ಪೀರಿಯೆನ್ಸ್ ಆಗಿಲ್ಲ ತುಲ್ಲರೆ ಮಾತಾಡ್ತೀಯಾ ಹಾದರಗಿತ್ತಿ ಮಗನೇ....  lo mari evrella one film madi buildup tagotare... ಅವ್ರು ಫಸ್ಟ್ ಫಿಲಂ ಅಲ್ಲೇ ಕ್ರೇಜ್ ಹುಟ್ಟಿ ಹಾಕಿದವರು.... ಅವ್ರು ಫಸ್ಟ್ ಫಿಲಂ (ಮೆಜೆಸ್ಟಿಕ್ )ಫಿಲಂ ರಿಲೀಸ್ ಆದಾಗ.. ನಿನ್ ತುಣ್ಣಿ ಇನ್ನು ಬಲ್ತು  ಇರ್ಲಿಲ್ಲ ಗೂಬೆ ತುಲ್ಲಿಗೆ ಹುಟ್ಟಿದ್ ಬೋಳಿಮಗನೇ ನಿಮ್ಮ ಅವ್ವ ಸೂಳೆ	Positive
ತುಂಬಾ ಚನ್ನಾಗಿ ಮೂಡಿ ಬಂದಿದೆ ಮತ್ತು ನಿರೀಕ್ಷೆ ಹುಟ್ಟಿಸುವಂತಿದೆ. ಸಿನಿಮಾ ಬಿಡುಗಡೆಗೆ ಕಾಯುತ್ತೇವೆ. ಒಳ್ಳೆಯದಾಗಲಿ	Positive
@MT T sorry guru nangu avlu adre agalla adke solpa campare mad de..	Negative
Tik tok ban I'm full Full Happ bro ..hage pubg nu ban hagbittre Nana kushige paarave illa	Positive
Namma devaru nimma devaru anta andkollodu samanyane.	Positive
Tik talkgintha nivu mado roast  best guru	Positive
Dislikers are not real kannadigas	Negative
Woooooooowwwwwwoooooooowwwwooo rakshith shetty bro	not-Kannada
I am full happy	not-Kannada
Supar sir nevu	Positive
Nandini Parthasarathi d bass ge jai	unknown state
Ella kannada abhimanigalu kelebekada hasya chataki	Positive
En dailouges guru nsuper gurunYou rocking gurunNin dailouges keludmele nim channel subscribe maadthiddeeni hinge continue maadu gurunInnondibru dingurbilligalu tiktok li buildup kodthidru avrnu ee videodalli topgersidre chanaagirthitthu	Positive
diya best movie in kannada. what a acting superb <3	Positive
En super movie sir edu....ond ond seen kuda mans mutto tara ede	Positive
Music director  u r osm	not-Kannada
Signature step	unknown state
Nijavaglu Satya sir	unknown state
YouTube nali upload agiroduna modhlu delete madsii	Negative
After #marakkar trailer	unknown state
Super Song Sir.	not-Kannada
